species,size bins,count,
Sardine,8.05E+01,0,
Sardine,9.59E+01,0,
Sardine,1.14E+02,0,
Sardine,1.36E+02,0,
Sardine,1.62E+02,0,
Sardine,1.93E+02,0,
Sardine,2.29E+02,0,
Sardine,2.73E+02,0,
Sardine,3.25E+02,0,
Sardine,3.87E+02,0,
Sardine,4.61E+02,0,
Sardine,5.49E+02,0,
Sardine,6.54E+02,0,
Sardine,7.78E+02,0,
Sardine,9.27E+02,0,
Sardine,1.10E+03,0,
Sardine,1.31E+03,0,
Sardine,1.56E+03,0,
Sardine,1.86E+03,0,
Sardine,2.22E+03,0,
Sardine,2.64E+03,0,
Sardine,3.14E+03,0,
Sardine,3.74E+03,0,
Sardine,4.46E+03,0,
Sardine,5.31E+03,0,
Sardine,6.32E+03,0,
Sardine,7.52E+03,0,
Sardine,8.96E+03,0,
Sardine,1.07E+04,0,
Sardine,1.27E+04,0,
Sardine,1.51E+04,0,
Greymullet,4.75E-04,0,
Greymullet,5.66E-04,0,
Greymullet,6.74E-04,0,
Greymullet,8.02E-04,0,
Greymullet,9.55E-04,0,
Greymullet,1.14E-03,0,
Greymullet,1.35E-03,0,
Greymullet,1.61E-03,0,
Greymullet,1.92E-03,0,
Greymullet,2.29E-03,0,
Greymullet,2.72E-03,0,
Greymullet,3.24E-03,0,
Greymullet,3.86E-03,0,
Greymullet,4.59E-03,0,
Greymullet,5.47E-03,0,
Greymullet,6.51E-03,0,
Greymullet,7.75E-03,0,
Greymullet,9.23E-03,0,
Greymullet,1.10E-02,0,
Greymullet,1.31E-02,0,
Greymullet,1.56E-02,0,
Greymullet,1.85E-02,0,
Greymullet,2.21E-02,0,
Greymullet,2.63E-02,0,
Greymullet,3.13E-02,0,
Greymullet,3.73E-02,0,
Greymullet,4.44E-02,0,
Greymullet,5.28E-02,0,
Greymullet,6.29E-02,0,
Greymullet,7.49E-02,0,
Greymullet,8.92E-02,0,
Greymullet,1.06E-01,0,
Greymullet,1.26E-01,0,
Greymullet,1.51E-01,0,
Greymullet,1.79E-01,0,
Greymullet,2.13E-01,0,
Greymullet,2.54E-01,0,
Greymullet,3.03E-01,0,
Greymullet,3.60E-01,0,
Greymullet,4.29E-01,0,
Greymullet,5.11E-01,0,
Greymullet,6.08E-01,0,
Greymullet,7.24E-01,0,
Greymullet,8.62E-01,0,
Greymullet,1.03E+00,0,
Greymullet,1.22E+00,0,
Greymullet,1.46E+00,0,
Greymullet,1.73E+00,0,
Greymullet,2.06E+00,0,
Greymullet,2.46E+00,0,
Greymullet,2.92E+00,0,
Greymullet,3.48E+00,0,
Greymullet,4.15E+00,0,
Greymullet,4.94E+00,0,
Greymullet,5.88E+00,0,
Greymullet,7.00E+00,0,
Greymullet,8.33E+00,0,
Greymullet,9.92E+00,0,
Greymullet,1.18E+01,0,
Greymullet,1.41E+01,0,
Greymullet,1.67E+01,3,
Greymullet,1.99E+01,4,
Greymullet,2.37E+01,15,
Greymullet,2.83E+01,19,
Greymullet,3.37E+01,25,
Greymullet,4.01E+01,16,
Greymullet,4.77E+01,11,
Greymullet,5.68E+01,3,
Greymullet,6.76E+01,5,
Greymullet,8.05E+01,2,
Greymullet,9.59E+01,4,
Greymullet,1.14E+02,1,
Greymullet,1.36E+02,0,
Greymullet,1.62E+02,1,
Greymullet,1.93E+02,0,
Greymullet,2.29E+02,0,
Greymullet,2.73E+02,2,
Greymullet,3.25E+02,1,
Greymullet,3.87E+02,0,
Greymullet,4.61E+02,0,
Greymullet,5.49E+02,2,
Greymullet,6.54E+02,1,
Greymullet,7.78E+02,0,
Greymullet,9.27E+02,0,
Greymullet,1.10E+03,0,
Greymullet,1.31E+03,0,
Greymullet,1.56E+03,0,
Greymullet,1.86E+03,0,
Greymullet,2.22E+03,0,
Greymullet,2.64E+03,0,
Greymullet,3.14E+03,0,
Greymullet,3.74E+03,0,
Greymullet,4.46E+03,0,
Greymullet,5.31E+03,0,
Greymullet,6.32E+03,0,
Greymullet,7.52E+03,0,
Greymullet,8.96E+03,0,
Greymullet,1.07E+04,0,
Greymullet,1.27E+04,0,
Greymullet,1.51E+04,0,
